step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy
550,764684,1100,0.0058111508559744755,1.0,1.0
551,765662,1102,0.009062699016886928,1.0,1.0
552,767312,1104,0.007201751280335499,1.0,1.0
553,768690,1106,0.00955215990538341,1.0,1.0
554,770196,1108,0.007537366451600472,1.0,1.0
555,771318,1110,0.009500334398272534,1.0,1.0
556,772520,1112,0.008276239276454763,1.0,1.0
557,774170,1114,0.00700587214238551,1.0,1.0
558,776092,1116,0.007352823913700828,1.0,1.0
559,777342,1118,0.009038362456383033,1.0,1.0
560,778416,1120,0.008719769592530121,1.0,1.0
561,779682,1122,0.007070596386806949,1.0,1.0
562,781172,1124,0.005215295677390215,1.0,1.0
563,782150,1126,0.010976273509441015,1.0,1.0
564,783848,1128,0.005590500460321339,1.0,1.0
565,785738,1130,0.007444560245287615,1.0,1.0
566,787068,1132,0.006496065001600458,1.0,1.0
567,788254,1134,0.007528540812163638,1.0,1.0
568,789488,1136,0.00884120066193387,1.0,1.0
569,790418,1138,0.00679059454815471,1.0,1.0
570,791764,1140,0.006865097831619427,1.0,1.0
571,792710,1142,0.009836723569806133,0.5,0.9976851851851852
572,793944,1144,0.007832660810399128,1.0,1.0
573,795274,1146,0.009999598788850393,1.0,1.0
574,796748,1148,0.007906832554517186,1.0,1.0
575,798126,1150,0.0057591190152766454,1.0,1.0
576,800192,1152,0.009360248515490567,0.5,0.9984544049459042
577,801186,1154,0.006099104934164536,0.5,0.9977064220183486
578,803412,1156,0.004303858115068747,1.0,1.0
579,804502,1158,0.008849891593324409,1.0,1.0
580,805304,1160,0.0066519606926386,1.0,1.0
581,806346,1162,0.011314491815786197,1.0,1.0
582,807388,1164,0.00740607697049921,1.0,1.0
583,808750,1166,0.00676895202181426,1.0,1.0
584,810384,1168,0.004866023773430471,1.0,1.0
585,811794,1170,0.008186471184216863,1.0,1.0
586,813492,1172,0.006843835831438278,1.0,1.0
587,814598,1174,0.00978822832660693,1.0,1.0
588,815736,1176,0.00903263855166862,1.0,1.0
589,817354,1178,0.006804193240730167,1.0,1.0
590,818700,1180,0.008988428127446144,0.5,0.9984544049459042
591,820030,1182,0.007838445285165854,1.0,1.0
592,821040,1184,0.00897486492501425,1.0,1.0
593,822594,1186,0.006549876806730911,0.5,0.9979035639412998
594,824436,1188,0.010193473095488414,0.5,0.9988789237668162
595,826566,1190,0.005845076325143206,1.0,1.0
596,827992,1192,0.006566830245058103,1.0,1.0
597,829242,1194,0.007545367777856239,1.0,1.0
598,830204,1196,0.007181308292458803,1.0,1.0
599,831662,1198,0.008692794011585021,1.0,1.0
600,833264,1200,0.0057627661959619055,1.0,1.0
601,834882,1202,0.006658339721673642,1.0,1.0
602,836916,1204,0.0045323563213561565,1.0,1.0
603,838694,1206,0.006744193501299568,1.0,1.0
604,840424,1208,0.0064483424717258885,1.0,1.0
605,841130,1210,0.009621616371855997,1.0,1.0
606,842556,1212,0.010174755223989421,1.0,1.0
607,843470,1214,0.009322116721500143,1.0,1.0
608,843968,1216,0.010275867354806335,1.0,1.0
609,844882,1218,0.010473990644407861,1.0,1.0
610,846132,1220,0.006917670064092252,1.0,1.0
611,848070,1222,0.005985865916580988,1.0,1.0
612,849144,1224,0.005745557701965735,1.0,1.0
613,850330,1226,0.009340412089395879,1.0,1.0
614,852604,1228,0.006008981697794847,1.0,1.0
615,854078,1230,0.0050525630647969486,1.0,1.0
616,855376,1232,0.005362611952545007,1.0,1.0
617,856642,1234,0.007769219745655238,1.0,1.0
618,857764,1236,0.006174820100019742,1.0,1.0
619,859558,1238,0.007232480895621754,1.0,1.0
620,861128,1240,0.013678005834142255,0.5,0.9979674796747967
621,862858,1242,0.004285336769841434,1.0,1.0
622,864076,1244,0.0049731065644258955,1.0,1.0
623,866158,1246,0.0073744420852694635,0.5,0.9989106753812637
624,867680,1248,0.007416711264867137,1.0,1.0
625,869810,1250,0.005158846449451729,1.0,1.0
626,870436,1252,0.010588340665382334,1.0,1.0
627,872006,1254,0.007437515042053097,1.0,1.0
628,873512,1256,0.006883598469524166,1.0,1.0
629,875178,1258,0.010226969739626151,0.5,0.9982964224872232
630,877052,1260,0.007169428260487311,1.0,1.0
631,879294,1262,0.006111617345987807,1.0,1.0
632,880640,1264,0.008810173791039995,1.0,1.0
633,881730,1266,0.007944066325036641,1.0,1.0
634,883076,1268,0.005507347300872691,1.0,1.0
635,884662,1270,0.006808024059427933,1.0,1.0
636,885720,1272,0.005994071181547951,1.0,1.0
637,887242,1274,0.005340009118316066,1.0,1.0
638,889340,1276,0.004468826948718144,1.0,1.0
639,890718,1278,0.007821285792737238,1.0,1.0
640,891728,1280,0.007030750292501109,1.0,1.0
641,893394,1282,0.007306106228559543,1.0,1.0
642,894324,1284,0.004918099604469945,1.0,1.0
643,896230,1286,0.005828997528609779,1.0,1.0
644,896712,1288,0.011660385752172557,1.0,1.0
645,897610,1290,0.005972880587527346,1.0,1.0
646,898796,1292,0.005386013584327031,1.0,1.0
647,899710,1294,0.009247468945999017,1.0,1.0
648,900224,1296,0.009610945446288913,1.0,1.0
649,901906,1298,0.006963539911772219,1.0,1.0
650,903380,1300,0.006452079690065329,1.0,1.0
651,905014,1302,0.012313276499835381,0.0,0.99734395750332
652,906760,1304,0.007153746284727844,1.0,1.0
653,908010,1306,0.009013572137880612,1.0,1.0
654,909020,1308,0.011032004173569934,1.0,1.0
655,911102,1310,0.00602756615192368,1.0,1.0
656,911984,1312,0.009727107158474519,1.0,1.0
657,912930,1314,0.005964162551378028,1.0,1.0
658,914324,1316,0.007661641232719965,1.0,1.0
659,916054,1318,0.006702882258832857,1.0,1.0
660,917768,1320,0.009914716173456463,0.0,0.9970544918998527
661,918634,1322,0.010488062514986215,1.0,1.0
662,919708,1324,0.00724712088749301,1.0,1.0
663,920846,1326,0.009574699779504184,1.0,1.0
664,921904,1328,0.013393741619319069,0.5,0.9951923076923077
665,923506,1330,0.0044530599480031765,1.0,1.0
666,924196,1332,0.009130526369232193,1.0,1.0
667,925670,1334,0.0071447783679111304,1.0,1.0
668,927080,1336,0.006253691835478423,1.0,1.0
669,927898,1338,0.010674052454713109,1.0,1.0
670,929740,1340,0.004780025602446543,1.0,1.0
671,931214,1342,0.007453948536776755,1.0,1.0
672,933712,1344,0.0053703502831828195,1.0,1.0
673,935202,1346,0.006646381894703628,1.0,1.0
674,937220,1348,0.005496394776247935,1.0,1.0
675,938022,1350,0.008467916184847908,1.0,1.0
676,939704,1352,0.004310471313755041,1.0,1.0
677,941210,1354,0.008291787958324925,1.0,1.0
678,942940,1356,0.008469535275913962,1.0,1.0
679,944238,1358,0.010277132096083368,1.0,1.0
680,945392,1360,0.010098480996860806,1.0,1.0
681,946178,1362,0.00951580756294072,1.0,1.0
682,947668,1364,0.007763424500535176,1.0,1.0
683,948662,1366,0.009159390103930456,0.5,0.997624703087886
684,949992,1368,0.006806602459282349,1.0,1.0
685,950954,1370,0.009029585933821764,1.0,1.0
686,953052,1372,0.006566915798659299,1.0,1.0
687,953902,1374,0.008939472264828429,1.0,1.0
688,955072,1376,0.0056312022512067204,1.0,1.0
689,956450,1378,0.007428072695848895,1.0,1.0
690,958548,1380,0.005111920359649787,1.0,1.0
691,959654,1382,0.0066535017393852475,1.0,1.0
692,960872,1384,0.006840646887898791,1.0,1.0
693,962762,1386,0.006777071657002589,1.0,1.0
694,964412,1388,0.00742888202713749,1.0,1.0
695,966158,1390,0.007441954191979153,1.0,1.0
696,967360,1392,0.007821629241293855,1.0,1.0
697,969250,1394,0.005260902291482663,1.0,1.0
698,970628,1396,0.0068684762029902445,1.0,1.0
699,972630,1398,0.004937995464871401,1.0,1.0
700,973720,1400,0.009464649058525397,1.0,1.0
701,974970,1402,0.006847959381195554,1.0,1.0
702,976236,1404,0.007975218257829906,1.0,1.0
703,978142,1406,0.004380248539563853,1.0,1.0
704,979008,1408,0.008302747740416443,1.0,1.0
705,980306,1410,0.0054169896449853625,1.0,1.0
706,981716,1412,0.005377375383649859,1.0,1.0
707,983430,1414,0.005976215858795119,1.0,1.0
708,984776,1416,0.00885005601012608,1.0,1.0
709,986106,1418,0.007249870348913721,1.0,1.0
710,987724,1420,0.006075840917838317,1.0,1.0
711,989982,1422,0.004477399818397579,1.0,1.0
712,991088,1424,0.0075078363372842235,1.0,1.0
713,991810,1426,0.006846136028669803,1.0,1.0
714,993044,1428,0.00900505193308683,1.0,1.0
715,994118,1430,0.006065701918973736,1.0,1.0
716,995848,1432,0.007085968470707127,1.0,1.0
717,997738,1434,0.006069541037827976,1.0,1.0
718,999196,1436,0.0057972015199943385,1.0,1.0
719,1000078,1438,0.007255464672497613,1.0,1.0
720,1001264,1440,0.007612357751121346,1.0,1.0
721,1002898,1442,0.006156335034694056,1.0,1.0
722,1004612,1444,0.00696058780447001,1.0,1.0
723,1006502,1446,0.003995614167919861,1.0,1.0
724,1007928,1448,0.0054348070198765525,1.0,1.0
725,1009434,1450,0.007005544132454423,1.0,1.0
726,1010844,1452,0.005251482336062118,1.0,1.0
727,1012782,1454,0.0059360447417028325,1.0,1.0
728,1014272,1456,0.006900631769123836,1.0,1.0
729,1015362,1458,0.006623231080519177,1.0,1.0
730,1017044,1460,0.007290280643166205,1.0,1.0
731,1017590,1462,0.008264053975184977,1.0,1.0
732,1019272,1464,0.0067548885493482775,1.0,1.0
733,1020394,1466,0.006213510915874647,1.0,1.0
734,1021580,1468,0.009551399838887259,1.0,1.0
735,1023406,1470,0.006690758115344255,1.0,1.0
736,1024192,1472,0.008417545117743496,1.0,1.0
737,1025778,1474,0.0065218712203232825,1.0,1.0
738,1027460,1476,0.007162020012850747,1.0,1.0
739,1028678,1478,0.006720435794408619,1.0,1.0
740,1030072,1480,0.007884482076680221,1.0,1.0
741,1031434,1482,0.00907638209241512,1.0,1.0
742,1033084,1484,0.00781723362614909,1.0,1.0
743,1033934,1486,0.0064973641810263895,1.0,1.0
744,1035200,1488,0.008405841997229397,1.0,1.0
745,1037122,1490,0.006178525221445293,0.5,0.998589562764457
746,1037780,1492,0.006846275467303661,1.0,1.0
747,1039990,1494,0.007421235605607705,0.0,0.9978260869565218
748,1041464,1496,0.006164157406945795,1.0,1.0
749,1042714,1498,0.004137332736189533,1.0,1.0
750,1044284,1500,0.006810005354533059,1.0,1.0
751,1045758,1502,0.010980728606423226,0.0,0.9970238095238095
752,1047600,1504,0.007212346375430843,1.0,1.0
753,1048818,1506,0.007136693021511679,1.0,1.0
754,1049732,1508,0.00753354982785126,1.0,1.0
755,1050518,1510,0.01027648265987684,1.0,1.0
756,1051848,1512,0.007979152372466002,1.0,1.0
757,1052682,1514,0.009126541044706019,1.0,1.0
758,1054636,1516,0.004603413486935582,1.0,1.0
759,1055870,1518,0.0049489006060620235,1.0,1.0
760,1057088,1520,0.007732973318397383,1.0,1.0
761,1059010,1522,0.004983897753244815,1.0,1.0
762,1060756,1524,0.006334178087776455,1.0,1.0
763,1062022,1526,0.006683390946447529,1.0,1.0
764,1063192,1528,0.01284254389372311,0.0,0.9957537154989384
765,1064250,1530,0.010265581204542396,1.0,1.0
766,1065452,1532,0.008296514932423837,1.0,1.0
767,1067086,1534,0.006904540606749857,1.0,1.0
768,1068368,1536,0.0055736396691594275,1.0,1.0
769,1070002,1538,0.007507187446140442,1.0,1.0
770,1071188,1540,0.007560899628818499,1.0,1.0
771,1073414,1542,0.004696112273005754,1.0,1.0
772,1074984,1544,0.00580158055952737,1.0,1.0
773,1076138,1546,0.00962837327354777,1.0,1.0
774,1077500,1548,0.006393339755110082,1.0,1.0
775,1078334,1550,0.007104463938175592,1.0,1.0
776,1079856,1552,0.006264534526418127,1.0,1.0
777,1080722,1554,0.010026970511099123,1.0,1.0
778,1082164,1556,0.004658474357038905,1.0,1.0
779,1084262,1558,0.006362706663867675,0.5,0.998780487804878
780,1085928,1560,0.007555587990528744,1.0,1.0
781,1087306,1562,0.015298193354781282,0.5,0.9983870967741936
782,1088908,1564,0.004747025185454506,1.0,1.0
783,1090126,1566,0.009663659606107806,1.0,1.0
784,1091488,1568,0.005690369151587071,1.0,1.0
785,1092738,1570,0.008604241949729207,1.0,1.0
786,1094372,1572,0.005743409029110369,1.0,1.0
787,1096022,1574,0.005672376297612565,1.0,1.0
788,1097208,1576,0.00513528661543416,1.0,1.0
789,1098618,1578,0.007578130165849479,1.0,1.0
790,1100252,1580,0.009032578733133935,0.5,0.9982668977469671
791,1101246,1582,0.006089303805977156,1.0,1.0
792,1102976,1584,0.007822742765248551,0.5,0.9987714987714987
793,1105058,1586,0.005231363144887623,1.0,1.0
794,1106580,1588,0.007298273079877108,1.0,1.0
795,1108278,1590,0.0035743724916152374,1.0,1.0
796,1109240,1592,0.008191317846640048,1.0,1.0
797,1110282,1594,0.0043657949936282085,1.0,1.0
798,1112108,1596,0.006232284048768629,1.0,1.0
799,1113214,1598,0.007235585633708254,1.0,1.0
800,1114096,1600,0.0066823372435822785,1.0,1.0
801,1115538,1602,0.01177476904201094,0.5,0.9965928449744463
802,1117252,1604,0.008025337309407325,1.0,1.0
803,1118774,1606,0.00592776067965596,1.0,1.0
804,1120344,1608,0.0053833349320675655,1.0,1.0
805,1122538,1610,0.0048166684082242995,1.0,1.0
806,1123292,1612,0.01108256360368197,1.0,1.0
807,1124894,1614,0.006510198816657592,1.0,1.0
808,1126832,1616,0.006298843734278945,1.0,1.0
809,1128418,1618,0.008394436670641842,1.0,1.0
810,1129652,1620,0.0062435891794264285,1.0,1.0
811,1131302,1622,0.008243528951912146,0.5,0.9984825493171472
812,1132648,1624,0.006531133640794907,1.0,1.0
813,1134746,1626,0.005578116392958811,1.0,1.0
814,1135708,1628,0.009063933312126387,1.0,1.0
815,1136814,1630,0.006439656995858353,1.0,1.0
816,1138768,1632,0.006539743675464264,1.0,1.0
817,1140242,1634,0.0068870144190567055,1.0,1.0
818,1141236,1636,0.009403401701710352,1.0,1.0
819,1142742,1638,0.006074939759359794,1.0,1.0
820,1145048,1640,0.00440860183787824,1.0,1.0
821,1146010,1642,0.0073452372085589,1.0,1.0
822,1147964,1644,0.009115424153604767,0.5,0.9986111111111111
823,1149374,1646,0.006758676487378699,1.0,1.0
824,1150224,1648,0.006807569652018456,1.0,1.0
825,1152098,1650,0.006282698123953532,1.0,1.0
826,1153220,1652,0.007203904490611249,1.0,1.0
827,1154310,1654,0.004878492341958088,1.0,1.0
828,1156408,1656,0.0061448296604720825,1.0,1.0
829,1157690,1658,0.007571264731997591,1.0,1.0
830,1158636,1660,0.011290443365601345,1.0,1.0
831,1160462,1662,0.0067566366672868455,1.0,1.0
832,1161536,1664,0.0076687211952385275,1.0,1.0
833,1162482,1666,0.006403167146755149,1.0,1.0
834,1163652,1668,0.00549840761938197,1.0,1.0
835,1165190,1670,0.006163248642867152,1.0,1.0
836,1166664,1672,0.008388789927158804,1.0,1.0
837,1168586,1674,0.005748623818697526,1.0,1.0
838,1170428,1676,0.005122247371802335,1.0,1.0
839,1171470,1678,0.008740196932499786,1.0,1.0
840,1172240,1680,0.005834131734314324,1.0,1.0
841,1173378,1682,0.009634672483555788,1.0,1.0
842,1174852,1684,0.005063628951282725,1.0,1.0
843,1176102,1686,0.00710960123981212,1.0,1.0
844,1176888,1688,0.010525037180255898,1.0,1.0
845,1178554,1690,0.006987435479662762,1.0,1.0
846,1179900,1692,0.005407104974239193,1.0,1.0
847,1181422,1694,0.008613816386256232,1.0,1.0
848,1182384,1696,0.00821072970778737,1.0,1.0
849,1183282,1698,0.01048403390712051,1.0,1.0
850,1184932,1700,0.006201668703436045,1.0,1.0
851,1185622,1702,0.008958604728692705,1.0,1.0
852,1186712,1704,0.0062134877985332276,1.0,1.0
853,1187994,1706,0.006625248654017294,1.0,1.0
854,1189772,1708,0.00552487423210648,1.0,1.0
855,1191230,1710,0.0047419224020001476,1.0,1.0
856,1192400,1712,0.0049214758236380525,1.0,1.0
857,1193026,1714,0.010022408582205492,1.0,1.0
858,1194788,1716,0.007046708636379954,1.0,1.0
859,1195686,1718,0.010359675851603883,1.0,1.0
860,1198072,1720,0.004567582973128432,1.0,1.0
861,1199450,1722,0.00829830315822685,1.0,1.0
862,1201580,1724,0.0056140565423256445,1.0,1.0
863,1202238,1726,0.007682157853496414,1.0,1.0
864,1203232,1728,0.0064248703596314965,1.0,1.0
865,1204066,1730,0.006967502397576417,1.0,1.0
866,1205812,1732,0.004646845951367748,1.0,1.0
867,1207318,1734,0.007301096177121485,1.0,1.0
868,1209112,1736,0.006088766560274601,1.0,1.0
869,1210810,1738,0.00508653412657815,1.0,1.0
870,1212636,1740,0.006436345651802282,1.0,1.0
871,1213998,1742,0.008052745924996406,1.0,1.0
872,1215776,1744,0.006741654957129014,1.0,1.0
873,1217218,1746,0.004562387353734703,1.0,1.0
874,1218516,1748,0.008927722259514827,1.0,1.0
875,1219206,1750,0.008833940477256951,1.0,1.0
876,1220312,1752,0.008542662044955162,1.0,1.0
877,1221482,1754,0.007098092972276541,1.0,1.0
878,1222364,1756,0.011005963418251762,1.0,1.0
879,1223454,1758,0.008158158063561119,1.0,1.0
880,1224432,1760,0.009975368224845883,1.0,1.0
881,1225634,1762,0.007496611070821132,1.0,1.0
882,1227524,1764,0.003998689206632048,1.0,1.0
883,1228438,1766,0.009427814175710094,1.0,1.0
884,1229736,1768,0.005687511826156537,1.0,1.0
885,1230522,1770,0.010647006083771565,1.0,1.0
886,1232540,1772,0.0036196452220508524,1.0,1.0
887,1233902,1774,0.006144176728371741,1.0,1.0
888,1235088,1776,0.01141767998338498,1.0,1.0
889,1236322,1778,0.007707753456669263,1.0,1.0
890,1237076,1780,0.010813385120802288,1.0,1.0
891,1238902,1782,0.006744234931177952,1.0,1.0
892,1239800,1784,0.008587062521082368,1.0,1.0
893,1241226,1786,0.004990996928225734,1.0,1.0
894,1242412,1788,0.007171091525015881,1.0,1.0
895,1243470,1790,0.00858390223819856,1.0,1.0
896,1245280,1792,0.005833479134043838,1.0,1.0
897,1246866,1794,0.005248850100227256,1.0,1.0
898,1248404,1796,0.006923975605074629,1.0,1.0
899,1249398,1798,0.0062159044472628,1.0,1.0
900,1251112,1800,0.007525632997352304,1.0,1.0
901,1252442,1802,0.005129016713357672,1.0,1.0
902,1253292,1804,0.011905763381740863,1.0,1.0
903,1255006,1806,0.005124837335123198,1.0,1.0
904,1256464,1808,0.005947256512246028,1.0,1.0
905,1257330,1810,0.012398298996051169,1.0,1.0
906,1258820,1812,0.005623967640730775,1.0,1.0
907,1260278,1814,0.0054604713963843435,1.0,1.0
908,1261304,1816,0.006789496389252265,1.0,1.0
909,1261914,1818,0.010669471963103075,1.0,1.0
910,1263020,1820,0.0060714998781657694,1.0,1.0
911,1264238,1822,0.010389003799608592,1.0,1.0
912,1265360,1824,0.007412310701916813,1.0,1.0
913,1266562,1826,0.005429031847635807,1.0,1.0
914,1267444,1828,0.008461339005010386,1.0,1.0
915,1269094,1830,0.006163559110445728,1.0,1.0
916,1270808,1832,0.00526098066515565,1.0,1.0
917,1271770,1834,0.006429806007348737,1.0,1.0
918,1273116,1836,0.008541730658160477,1.0,1.0
919,1274846,1838,0.006256985045890383,1.0,1.0
920,1275552,1840,0.009449641968664008,1.0,1.0
921,1277122,1842,0.0074372829415901625,1.0,1.0
922,1279060,1844,0.005324045152039577,1.0,1.0
923,1280662,1846,0.006836889264198691,1.0,1.0
924,1281560,1848,0.007854930826692337,1.0,1.0
925,1282234,1850,0.009992470143404888,1.0,1.0
926,1283276,1852,0.007143267376683643,1.0,1.0
927,1285182,1854,0.0058560127020762034,1.0,1.0
928,1286592,1856,0.006159098903517867,1.0,1.0
929,1287266,1858,0.01034655294550698,1.0,1.0
930,1288484,1860,0.007513278142747243,1.0,1.0
931,1289238,1862,0.00811346790489671,1.0,1.0
932,1290744,1864,0.0047068094797191136,1.0,1.0
933,1292874,1866,0.0063546610158933025,1.0,1.0
934,1295100,1868,0.004299113468469332,1.0,1.0
935,1296398,1870,0.00718363039494008,1.0,1.0
936,1297376,1872,0.008461502328435032,1.0,1.0
937,1298418,1874,0.008528935314055795,1.0,1.0
938,1299636,1876,0.008273356294676737,1.0,1.0
939,1300870,1878,0.006580845411245419,1.0,1.0
940,1302472,1880,0.00717866490801623,1.0,1.0
941,1303738,1882,0.006360811947124218,1.0,1.0
942,1305004,1884,0.00729530961726102,1.0,1.0
943,1306046,1886,0.007965054398371169,1.0,1.0
944,1307568,1888,0.006854496249679392,1.0,1.0
945,1309234,1890,0.006349149020453378,1.0,1.0
946,1310308,1892,0.007443547112616298,1.0,1.0
947,1312086,1894,0.004905949858428256,1.0,1.0
948,1313528,1896,0.008044429540006408,1.0,1.0
949,1315226,1898,0.005478310055432916,1.0,1.0
950,1316188,1900,0.00878458749261533,1.0,1.0
951,1317278,1902,0.01129614606894547,1.0,1.0
952,1318608,1904,0.010243949670150803,0.5,0.9983164983164983
953,1320594,1906,0.006989140211512914,1.0,1.0
954,1322116,1908,0.006555420661483399,1.0,1.0
955,1323750,1910,0.0050388146714777805,1.0,1.0
956,1325608,1912,0.005732300775256181,1.0,1.0
957,1326810,1914,0.00694367708598913,1.0,1.0
958,1328684,1916,0.005753940067596032,1.0,1.0
959,1330238,1918,0.0075236254154453,1.0,1.0
960,1332176,1920,0.00433861636610963,1.0,1.0
961,1334114,1922,0.005646221294236451,1.0,1.0
962,1336148,1924,0.006998121218990885,0.5,0.9989484752891693
963,1337254,1926,0.008612695281382407,1.0,1.0
964,1339048,1928,0.0071765583645957785,0.5,0.9985734664764622
965,1340394,1930,0.007914655322563153,1.0,1.0
966,1341660,1932,0.008839043833324458,0.5,0.998015873015873
967,1343102,1934,0.005646545099059404,1.0,1.0
968,1344400,1936,0.004891631533559288,1.0,1.0
969,1345346,1938,0.007552537863888343,1.0,1.0
970,1346548,1940,0.009570802505447012,1.0,1.0
971,1347494,1942,0.007159989586326666,1.0,1.0
972,1349224,1944,0.005593121730824996,0.5,0.998158379373849
973,1351386,1946,0.007275501500840189,1.0,1.0
974,1352092,1948,0.010115566099284835,1.0,1.0
975,1352974,1950,0.007882208379795256,1.0,1.0
976,1354192,1952,0.006440380034124226,1.0,1.0
977,1355458,1954,0.007763405897871943,1.0,1.0
978,1357060,1956,0.0061399035713377015,1.0,1.0
979,1358038,1958,0.005954014945495125,1.0,1.0
980,1359688,1960,0.008954782307957595,1.0,1.0
981,1360986,1962,0.00813832122963042,1.0,1.0
982,1362716,1964,0.005452530605352778,1.0,1.0
983,1364494,1966,0.005887741215484722,1.0,1.0
984,1365296,1968,0.007908787964294757,1.0,1.0
985,1366482,1970,0.0074840309437214795,1.0,1.0
986,1367588,1972,0.00953493509002096,1.0,1.0
987,1370022,1974,0.005236167237239618,0.5,0.9986130374479889
988,1370888,1976,0.009022549431164635,1.0,1.0
989,1372170,1978,0.00814581286302843,1.0,1.0
990,1374140,1980,0.006158681224561057,1.0,1.0
991,1375918,1982,0.005752166697025546,1.0,1.0
992,1377136,1984,0.005383385570215531,1.0,1.0
993,1378178,1986,0.008427236006886489,1.0,1.0
994,1380084,1988,0.004691114310064307,1.0,1.0
995,1381078,1990,0.006626322540962925,1.0,1.0
996,1382408,1992,0.007718900413541605,1.0,1.0
997,1383178,1994,0.006125525574714764,1.0,1.0
998,1384476,1996,0.007979236150278983,1.0,1.0
999,1385326,1998,0.009282802468057186,1.0,1.0
1000,1386864,2000,0.006217528945304536,1.0,1.0
1001,1387890,2002,0.007183935189714174,1.0,1.0
1002,1389668,2004,0.0059068968651306624,1.0,1.0
1003,1390774,2006,0.006803126900464391,1.0,1.0
1004,1392168,2008,0.005028439263984187,1.0,1.0
1005,1393258,2010,0.00809388776484082,1.0,1.0
1006,1394108,2012,0.0065533530189653445,1.0,1.0
1007,1395726,2014,0.0063940947967341824,1.0,1.0
1008,1397376,2016,0.005611647412449003,1.0,1.0
1009,1398914,2018,0.0063100691079307734,1.0,1.0
1010,1400068,2020,0.00559991587901426,1.0,1.0
1011,1401894,2022,0.005829416122659598,1.0,1.0
1012,1403672,2024,0.006873428931295956,1.0,1.0
1013,1405050,2026,0.0051711578909821,1.0,1.0
1014,1405900,2028,0.006740745898015659,1.0,1.0
1015,1407710,2030,0.0048230042894702495,1.0,1.0
1016,1409232,2032,0.008195004257649045,1.0,1.0
1017,1411170,2034,0.006828870192388328,1.0,1.0
1018,1412692,2036,0.00673150308707208,1.0,1.0
1019,1414070,2038,0.007794055661222072,1.0,1.0
1020,1415320,2040,0.005033010096478163,1.0,1.0
1021,1417578,2042,0.005628491143827113,1.0,1.0
1022,1418412,2044,0.008776730355381117,1.0,1.0
1023,1419422,2046,0.006767710767701843,1.0,1.0
1024,1420128,2048,0.011812868630694622,1.0,1.0
1025,1421394,2050,0.00852645532495997,1.0,1.0
1026,1423524,2052,0.0054249038018809835,0.5,0.9985915492957746
1027,1424470,2054,0.00721033217573706,1.0,1.0
1028,1425432,2056,0.009048444544237661,1.0,1.0
1029,1427274,2058,0.005990380259491892,1.0,1.0
1030,1428748,2060,0.005688460953297003,1.0,1.0
1031,1429870,2062,0.005695815102216417,1.0,1.0
1032,1430960,2064,0.006537891140231515,1.0,1.0
1033,1431954,2066,0.006930812456950147,1.0,1.0
1034,1433524,2068,0.007359497563232961,1.0,1.0
1035,1435366,2070,0.004140296763929107,1.0,1.0
1036,1436648,2072,0.005890682862740316,1.0,1.0
1037,1438474,2074,0.006203260865812872,1.0,1.0
1038,1440140,2076,0.005348585239244511,1.0,1.0
1039,1441774,2078,0.006741693168495005,1.0,1.0
1040,1444048,2080,0.006195720100239152,0.5,0.9986595174262735
1041,1445218,2082,0.008199117937419235,1.0,1.0
1042,1447124,2084,0.005478561444559021,1.0,1.0
1043,1448374,2086,0.009650206885674745,1.0,1.0
1044,1449720,2088,0.004242945037695549,1.0,1.0
1045,1450458,2090,0.011470182799737735,1.0,1.0
1046,1451340,2092,0.010192753288187164,1.0,1.0
1047,1453038,2094,0.004431528941328845,1.0,1.0
1048,1454032,2096,0.006378274624449306,1.0,1.0
1049,1455650,2098,0.0070126351315335424,1.0,1.0
1050,1456324,2100,0.010981759548654706,1.0,1.0
1051,1458054,2102,0.004767888400968379,1.0,1.0
1052,1459224,2104,0.004906514800961785,1.0,1.0
1053,1460874,2106,0.009321327486898609,0.0,0.9971387696709585
1054,1462508,2108,0.007395628714708048,0.5,0.9983579638752053
1055,1464190,2110,0.004909859713383054,1.0,1.0
1056,1465472,2112,0.008330644570853127,1.0,1.0
1057,1466914,2114,0.005949735210419808,1.0,1.0
1058,1468500,2116,0.007929480042005098,1.0,1.0
1059,1469734,2118,0.005547105594287073,1.0,1.0
1060,1471112,2120,0.006069347936818036,1.0,1.0
1061,1472154,2122,0.009923605509490308,1.0,1.0
1062,1473036,2124,0.007394525086568282,1.0,1.0
1063,1475422,2126,0.014176153732023737,0.5,0.9977064220183486
1064,1476736,2128,0.00648492195104676,1.0,1.0
1065,1478434,2130,0.006105595293365149,1.0,1.0
1066,1479524,2132,0.0064113024571095635,1.0,1.0
1067,1480582,2134,0.00807392258864266,1.0,1.0
1068,1482008,2136,0.0044002867820586815,1.0,1.0
1069,1483674,2138,0.006474813476535678,1.0,1.0
1070,1485020,2140,0.006405546587536897,1.0,1.0
1071,1487134,2142,0.014188571540575564,0.5,0.9988095238095238
1072,1488752,2144,0.007509288091017261,1.0,1.0
1073,1490450,2146,0.004041918089716258,1.0,1.0
1074,1491540,2148,0.006950760588324362,1.0,1.0
1075,1492838,2150,0.007045856993262016,1.0,1.0
1076,1495048,2152,0.005215628791148202,1.0,1.0
1077,1495594,2154,0.011442479263564165,1.0,1.0
1078,1496588,2156,0.01054511743429054,0.5,0.9978354978354979
1079,1497806,2158,0.008279235666788287,1.0,1.0
1080,1499792,2160,0.004745402071820627,1.0,1.0
